content,score,sentimen,content_clean
bagus kok mereka kayak kasih saran produk yg bagus buat muka kalian,3,0,bagus kayak kasih saran produk yg bagus muka
ga bisa nukar reward,2,0,ga nukar reward
"Ini kenapa gak bisa login lewat fb,,??",2,0,gak login fb
"So far si baik"" aja thankyou",3,0,so far si aja thankyou
"Aplikasinya bagus, sangat membantu",3,0,aplikasinya bagus membantu
Nice,3,0,nice
Ok,3,0,
"Bintang 3 dulu, smoga rekomendasi ini bagus",3,0,bintang smoga rekomendasi bagus
lumayan bagus lah,3,0,lumayan bagus
Kenapa gak bisa buat akun sih..bete 😑,3,0,gak akun sih bete
Aplikasinya bagus.. Tapi Masi kurang akurat lagi memberi tipsnya... Dan harusnya lebih jelas dan teliti lagi mengecek masalah kulit dan tipe² kulitnya..,2,0,aplikasinya bagus masi akurat tipsnya teliti mengecek kulit tipe kulitnya
setiap menganalisa gabisa terus. Padahal sinyal Bagus2 aja,1,0,menganalisa gabisa sinyal bagus aja
Udah berkali kali coba error terus,1,0,udah berkali kali coba error
ini lumayan,3,0,lumayan
Error for verify email and timeout for skin analist.. can you solve that ?,1,0,error for verify email and timeout for skin analist can you solve that
Rekomendasi produk tidak tersedia,2,0,rekomendasi produk tersedia
Klo bagus nnti di tamabh bntangnya,3,0,klo bagus nnti tamabh bntangnya
Kasih bintang 3 dulu soalnya lagi nyoba2... Kalo bermanfaat baru tambah bintang lagi..,3,0,kasih bintang nyoba kalo bermanfaat bintang
Kenapa bagusan yg dulu si😥,2,0,bagusan yg si
mm baru coba si mayan ah buat tau kondisi kulit kita gimana,3,0,mm coba si mayan ah tau kondisi kulit gimana
oke bagu,3,0,oke bagu
Cuma kurang bersahabat dengan jaringan mesti harus ulang dari 0 lagi kalau jaringan hilang sebentar😖,3,0,bersahabat jaringan mesti ulang jaringan hilang sebentar
"coba dulu, kalau bagus sy kasih ☆☆☆☆☆",3,0,coba bagus sy kasih
Artikel dan challengenya kurang banyak,3,0,artikel challengenya
Cukup bagus,3,0,bagus
error,2,0,error
"bagus dapetin skincare, tapi masih kurang lengkap sih",3,0,bagus dapetin skincare lengkap sih
oke,3,0,oke
Gabisa masuk lewat fb pasti keluar trs,2,0,gabisa masuk fb trs
Tiga dulu baru nyoba,3,0,nyoba
bagus👍👍👍👍,1,0,bagus
"aku coba dulu ya, tapi app ini bantu juga buat pengenalan kulit wajah buat seseorang kaya aku yg gak ngerti cara rawat kulitnya sendiri",3,0,coba app bantu pengenalan kulit wajah kaya yg gak ngerti rawat kulitnya
Kok nama produk yang di sarankan tidak ada yah? Kenapa ini?,3,0,nama produk sarankan yah
"Ngeliat review Troveskin bagus2, jadi aku coba download apk nya semoga cocok",3,0,ngeliat review troveskin bagus coba download apk nya semoga cocok
"bagus, saya cuma mau dapet poin aja",3,0,bagus dapet poin aja
"Aku daftar bolak balik pkk akun fb kenapa gk bisa"" yaa..?  Pdhl pnsaran bgt sma app ini. Tapi akhrx jdi kcwa kyk gni.  😑 please fix it for me.",1,0,daftar bolak pkk akun fb gk yaa pdhl pnsaran bgt sma app akhrx jdi kcwa kyk gni please fix it for me
Kenapa umurnya tidak ditentukan sendiri 😣. Masak umurku 27 padahal aku masih 18. Ih sebel,2,0,umurnya ditentukan masak umurku ih sebel
tiga bintang dulu.. klo bagus baru nambah,3,0,bintang klo bagus nambah
belum yakin,3,0,
Lumayan lah,3,0,lumayan
"Sebenarnya aplikasinya bagus ,tapi sering update terus . Tolong jangan update"" terus :(",3,0,aplikasinya bagus update update
"Selfi mulu tapi ga kedeteksi, katanya ngga ada koneksi internet. Padahal udah pake wifi. Heuuu",3,0,selfi mulu ga kedeteksi ngga koneksi internet udah pake wifi heuuu
Hasilnya tidak akurat. I cant trust this apps.,1,0,hasilnya akurat i cant trust this apps
"Kasih bintang 3 dulu karena aku baru coba², semoga lebih ditingkatkan lagi fiturnya🥰",3,0,kasih bintang coba semoga ditingkatkan fiturnya
Kok analisis produknya ngga muncul ya?,3,0,analisis produknya ngga muncul
Nyesal download udah tukar produk dari 3 minggu barang ga di kirim.hilang poin cuma cuma Udah ngadu ke email bilang nama jalan dan no rumah ga ada. Padahal jelas jelas pas isi data alamat lengkap. Nyesal sampe 2 bulan kumpulin poin hasil zonk,1,0,nyesal download udah tukar produk minggu barang ga kirim hilang poin udah ngadu email bilang nama jalan no rumah ga pas isi data alamat lengkap nyesal sampe kumpulin poin hasil zonk
"Analisa kulit ok, tp rekomendasi produk ga nyambung",3,0,analisa kulit tp rekomendasi produk ga nyambung
mantap jiwa,3,0,mantap jiwa
Aplikasi yang sangat bagus,3,0,aplikasi bagus
belum pernah dapet sih. tapi pengen nyoba semoga dapet hehe,3,0,dapet sih pengen nyoba semoga dapet hehe
Enak banget pake aplikasi ini .. bisa membantu aku merawat kulit,3,0,enak banget pake aplikasi membantu merawat kulit
"Tak osah di download ngbiskan kuota tk ad bgus ny sme skali , wajah tk trdeteksi tros kpan terdeteksi ny",1,0,osah download ngbiskan kuota tk ad bgus ny sme skali wajah tk trdeteksi tros kpan terdeteksi ny
"aku kasih 3 dulu ya , baru banget install tapi awal udah suka sih saya bisa tau kondisi kulit kita , nanti kalo udah berjalan dan bagus kasih bintang lagi 😎",3,0,kasih banget install udah suka sih tau kondisi kulit kalo udah berjalan bagus kasih bintang
Bintang 3 dulu ya,3,0,bintang
Loveeee,3,0,loveeee
Sedikit membantu😊 Trimakasih TroveSkin,3,0,membantu trimakasih troveskin
jelesk,3,0,jelesk
"Setiap kali coba selalu disuruh periksa koneksi padahal koneksi saya sudah oke.. Wi-Fi ditempat saya sangat bagus,kencang dan stabil... Aplikasi php",1,0,kali coba disuruh periksa koneksi koneksi oke wi fi ditempat bagus kencang stabil aplikasi php
Lumayan bagus👍🏻,3,0,lumayan bagus
Ga bisa log in,1,0,ga log in
Mohon maaf menurutku sangat tidak akurat.. jelas2 aku berjerawat dan ada kemerahan tp dibilangnya sangat baik.. mohon maaf uninstall..,1,0,mohon maaf menurutku akurat berjerawat kemerahan tp dibilangnya mohon maaf uninstall
lumayan,3,0,lumayan
Gk tau lagi apl ini hk bagus 😡😫,1,0,gk tau apl hk bagus
biasa aja,3,0,aja
Saya coba dlu,3,0,coba dlu
Saya coba dlu,3,0,coba dlu
"Aku pake aplikasi buat ngumpulin gambar muka aku hari perhari, gak buat 
scan untuk menganalisa masalah kulit soalnya gak akurat gitu.",2,0,pake aplikasi ngumpulin gambar muka perhari gak scan menganalisa kulit gak akurat gitu
Can u help me? This app doesn't work for my s7edge phone,2,0,can u help me this app doesn t work for my s edge phone
oke,1,0,oke
bagus,3,0,bagus
Lumayan,3,0,lumayan
Yoe,3,0,yoe
Ra keno di unduh,1,0,ra keno unduh
"Udh di instal tpi ko di pakaii mau di poto malah kluar sendirii . gimana 
sih pdhall pengen coba",2,0,udh instal tpi ko pakaii poto kluar sendirii gimana sih pdhall pengen coba
Keren,3,0,keren
aplikasi yang sangat membantu untuk perawatan kulit,3,0,aplikasi membantu perawatan kulit
Gajelas,3,0,gajelas
cukup membantu memantau perkembangan kondisi kulit,3,0,membantu memantau perkembangan kondisi kulit
Sangat bermaanfaat,3,0,bermaanfaat
Terlalu lama menunggu,2,0,menunggu
"Kasih 3bintang dulu ya, soalnya masih mau nyoba😊😊😊",3,0,kasih bintang nyoba
keren,3,0,keren
Good,3,0,good
Ya,3,0,
"Aku abru coba apl ini semoga bisa membantu ku dalam merwat wajah ku ,kalo cocok bakal aku tambah lagi bintang nyah",3,0,abru coba apl semoga membantu ku merwat wajah ku kalo cocok bintang nyah
"Kamera tidak bisa dibuka, aplikasi keluar sendiri",2,0,kamera dibuka aplikasi
penipuan,1,0,penipuan
"Jelekk, ga bisa daftar padahal emailnya udah bener",1,0,jelekk ga daftar emailnya udah bener
Produknya segera hadir terus,1,0,produknya hadir
3 dulu,3,0,
Setelah di update... Recommend untuk produk kita pakai jadi gak ada...,1,0,update recommend produk pakai gak
Bagus sih tapi lama banget bahkan ga selesai-selesai analisis hasil wajahnya,3,0,bagus sih banget ga selesai selesai analisis hasil wajahnya
Fotonya bisa dihapus dong,3,0,fotonya dihapus
"Serelah di update,,untuk proses menganalisa kulit malahan lbih lama,,pdahal kemarin2 baik2 sja.. nnti setelah di refresh bru langsung muncul analisa kulitnya...",3,0,serelah update proses menganalisa kulit lbih pdahal kemarin sja nnti refresh bru langsung muncul analisa kulitnya
coba dulu,3,0,coba
"Baru nyoba, I'll be back when it can helps my skin problem :)",3,0,nyoba i ll be back when it can helps my skin problem
Eror terus gak bisa analisa,1,0,eror gak analisa
good,3,0,good
Rekomendasi produknya itu belum lengkap...,3,0,rekomendasi produknya lengkap
good,3,0,good
Kayanya jualan,3,0,kayanya jualan
I have,3,0,i have
Gak bisa login pakai fb atau gmail. Ujung2nya balik lagi ke tampilan login awal,1,0,gak login pakai fb gmail ujung nya tampilan login
Semoga aja dengan adanya apk ini wajahku jdi ga banyak problems,3,0,semoga aja apk wajahku jdi ga problems
"Gabisa deteksi wajah, ga bekerja sama sekali app nya.👎",1,0,gabisa deteksi wajah ga app nya
Dapat berbagi pengetahuan tentang jenis kulit yg kita miliki,3,0,berbagi pengetahuan jenis kulit yg miliki
"Aplikasi ini kenapa ya,? Wajah saya tak terdeteksi padahal sdh sy perbaiki semuanya! 🙄",1,0,aplikasi wajah terdeteksi sdh sy perbaiki
Bisa mengana lisa tpi rekomen produknya gg ke uar hadaw gmn ini,2,0,mengana lisa tpi rekomen produknya gg uar hadaw gmn
"baguss, aplikasinya dan rekomend banget",3,0,baguss aplikasinya rekomend banget
mantul,3,0,mantul
"Lumayan, bisa tau apa yang harus di butuh in sama kulit",3,0,lumayan tau butuh in kulit
"Bagus min keep doin it yah, kalo bisa nanti rekomendasi nya jangan produk aja. Tambahin juga tips tips merawt kulit secara alami nya. Pasti rame",3,0,bagus min keep doin it yah kalo rekomendasi nya produk aja tambahin tips tips merawt kulit alami nya rame
Masih ragu karena usia saya masih tergolong remaja tapi kenapa munculnya usia kulit saya 25-30 tahunan? Kalau masalah kantung mata karena sering begadang buat tugas tapi di wajah saya tidak ada keriput,3,0,ragu usia tergolong remaja munculnya usia kulit tahunan kantung mata begadang tugas wajah keriput
bagus,3,0,bagus
👍,3,0,
Lumayan lah,3,0,lumayan
"Kamera saya bagus tapi disitu dikatakan kulit saya luar biasa pdhl banyak jerawat,semoga scan wajah nya lebih di Perbagus lagi",2,0,kamera bagus disitu kulit pdhl jerawat semoga scan wajah nya perbagus
lagi nyoba sih katanya bagus,2,0,nyoba sih bagus
Awalnya bagus pas lama lama ga bisa di pake padahal jaringan bagus kok,3,0,bagus pas ga pake jaringan bagus
Mayan,3,0,mayan
"Baru nyoba, kalo beneran bagus nanti ditambah lagi bintangnya",3,0,nyoba kalo beneran bagus ditambah bintangnya
trove skin anlisa kulit ini beneran gak ya apa cuma prank soalnya aq analisa kulit aku nilainya 82 trus bsok 89 dan sekarang 92....masa iya sih agak shock kegeer an ini....tolong dijawab,3,0,trove skin anlisa kulit beneran gak prank aq analisa kulit nilainya trus bsok iya sih shock kegeer an
"Error mulu, cape nunggu doang",1,0,error mulu cape nunggu doang
moga2 dapet skinker yang aku mau,3,0,moga dapet skinker
"Bgus sih tp pas aku cek lg msak umur kulit aku brubah rubah drastis sih Dr 
16 ke 25 yg bner bae",3,0,bgus sih tp pas cek lg msak umur kulit brubah rubah drastis sih dr yg bner bae
Selalu terjadi kesalahan saat analisis wajah,2,0,kesalahan analisis wajah
Sangat keren 👍,3,0,keren
appnya keren,3,0,appnya keren
Sistem oror terus. Sampe bosen oe nunggunya,1,0,sistem oror sampe bosen oe nunggunya
"Inovatif,  tapi mohon ditingkatkan sensitivitas sensor wajah ya,  mukaku bnyak bekas jerawat kok nilainya 92 😂",3,0,inovatif mohon ditingkatkan sensitivitas sensor wajah mukaku bnyak bekas jerawat nilainya
"Mana produknya,masa cuma segera hadir",2,0,produknya hadir
Saya suka,3,0,suka
Aplikasi nya lumayan membantu,3,0,aplikasi nya lumayan membantu
Bagus 👍👍,2,0,bagus
"bagus, br coba, blm coba hasil beberapa minggu kemudian",3,0,bagus br coba blm coba hasil minggu
bagus 😎,3,0,bagus
Pas dicoba keluar terus,1,0,pas dicoba
"Apk fangke ini                susa log, aplikasi apaan sih,  buang"" kuota aja",1,0,apk fangke susa log aplikasi sih buang kuota aja
👍🏻,3,0,
bagus,3,0,bagus
"waktu analisis kulit kok kadang ga bisa sih, udah nunggu lama tetep ga mau muncul hasilnya :(",3,0,analisis kulit kadang ga sih udah nunggu tetep ga muncul hasilnya
Bagus sekali,3,0,bagus
Bermafaat,5,1,bermafaat
good enough,4,1,good enough
Lumayan dpat mengenal jenis kulit kita dan masalahnya,4,1,lumayan dpat mengenal jenis kulit
❤️❤️❤️,5,1,
this is good application 👌,5,1,this is good application
yap bagus,5,1,yap bagus
Good for now,5,1,good for now
Sebelumnya aku tidak pernah menemukan aplikasi sebagus ini! Good jod!,5,1,menemukan aplikasi sebagus good jod
Membantu banget😍😍,5,1,membantu banget
Bagus untuk cek keadaan kulit wajah,5,1,bagus cek kulit wajah
baguss,5,1,baguss
Bagus,5,1,bagus
Aplikasinya berguna banget 👍,4,1,aplikasinya berguna banget
bagus banget,5,1,bagus banget
Bermanfaat banget👍,5,1,bermanfaat banget
Aplikasi ini membantu kita untuk tau kondisi kulit tanpa harus pergi ke dokter,5,1,aplikasi membantu tau kondisi kulit pergi dokter
Bagus bagusssssss,5,1,bagus bagusssssss
bagus bats,5,1,bagus bats
👍👍👍👍👍,5,1,
membantu,5,1,membantu
Aplikasi bagus bangetttt :((,5,1,aplikasi bagus bangetttt
bagus banget 🤗😁,5,1,bagus banget
Bagus,5,1,bagus
Good app,4,1,good app
apk nya kereeeeen. banyak tips juga,5,1,apk nya kereeeeen tips
"Ini sangat berpengaruh terhadap kulit, trima kasih",5,1,berpengaruh kulit trima kasih
kerennnn,5,1,kerennnn
its a damn good apk👍👍👍👍,5,1,its a damn good apk
Membantu,5,1,membantu
bagusss sekaliiii,5,1,bagusss sekaliiii
Suka...,5,1,suka
Sangat bermanfaat untuk mengetahui kondiisi kulit kita,5,1,bermanfaat kondiisi kulit
"baguss bgt sih,tp harganya kurang worth it buat kantong pelajar hehe",5,1,baguss bgt sih tp harganya worth it kantong pelajar hehe
mantap😊,5,1,mantap
Mantap,5,1,mantap
👍👍👍,5,1,
oke,4,1,oke
🤗💛🌻⚡✌🏻,5,1,
baik sekali,5,1,
bagus,5,1,bagus
woow bagus SEKALI,4,1,woow bagus
Memberikan banyak informasi untuk saya,5,1,informasi
Bener2 berguna banget buat bikin lebih sabar dan bersyukur dgn keadaan kulit muka.. karna klo dipake trus2 an app nya bakal keliatan perjalanan keadaan kulit wajah dri awal.,5,1,bener berguna banget bikin sabar bersyukur dgn kulit muka karna klo dipake trus an app nya keliatan perjalanan kulit wajah dri
Sangat membantu,5,1,membantu
aplikasi nya keren bisa tahu jenis kulit kita,5,1,aplikasi nya keren jenis kulit
bagus banget buat ngedeteksi masslah masslsh kulit pokoknys luvvv deh hehehe,5,1,bagus banget ngedeteksi masslah masslsh kulit pokoknys luvvv deh hehehe
baik,5,1,
waw,4,1,waw
"Aplikasinya bagus, bisa mengetahui masalah apa yang terjadi sama muka",5,1,aplikasinya bagus muka
baik,5,1,
aplikasinya bagus bermanfaat makasiii smoga kedepanya lebihh baguss,5,1,aplikasinya bagus bermanfaat makasiii smoga kedepanya lebihh baguss
Aplikasi sangat membantu,5,1,aplikasi membantu
baru nyoba.. mau liat perkembangan nanti. tp tipe kamera ku bagus jadi penipuan gtu.. 😂😂😂😂😂. kira2 kebaca gak yah?,4,1,nyoba liat perkembangan tp tipe kamera ku bagus penipuan gtu kebaca gak yah
kerenn,5,1,kerenn
Tingkatkan aplikasinya,5,1,tingkatkan aplikasinya
Bagus aplikasinya. Tingkatkan lagi,5,1,bagus aplikasinya tingkatkan
sangat bagus untuk membantu mengetahui jenis kulit dan cara menanganinya,5,1,bagus membantu jenis kulit menanganinya
Keren banget aku suka,4,1,keren banget suka
👍👍👍,5,1,
mantap,5,1,mantap
sangat membantu perawatan kulit,5,1,membantu perawatan kulit
Menarik.,5,1,menarik
"Recommed nih bagi yang belum tahu kondisi kulitmu apa, app ini bantu menganalisa kulit loh, bisa juga bandingin kondisi kulit dari hari ke hari.",5,1,recommed nih kondisi kulitmu app bantu menganalisa kulit loh bandingin kondisi kulit
"suka banget, bisa dpt skincare gratis dri apl ini!",5,1,suka banget dpt skincare gratis dri apl
Sukak sekaliii...,5,1,sukak sekaliii
app nya bagus bisa tau perkembangan pernasalahan kulit kita,5,1,app nya bagus tau perkembangan pernasalahan kulit
pertama kali nemu aplikasi ini awalnya karena merasa kulit saya sedang tidak bagus akhir akhir ini. kemudian dengan mencoba aplikasi ini saya jadi tau bagaimana kondisi kulit saya. terima kasih troveskin😚,4,1,kali nemu aplikasi kulit bagus mencoba aplikasi tau kondisi kulit terima kasih troveskin
sangat membantu kebutuhan face untuk jauh lebih baik,5,1,membantu kebutuhan face
Bagus membantu,5,1,bagus membantu
mantoel,5,1,mantoel
Sangat membantu,5,1,membantu
Bagus,5,1,bagus
"Recomend bgt, krn kita bisa tahu jenis kulit wajah kita apa sama produk-produk apa yang bisa kita pakai sesuai masalah kulit wajah.",5,1,recomend bgt krn jenis kulit wajah produk produk pakai sesuai kulit wajah
"sangat membantu untuk mengetahui permasalahan kulit di wajah, bagaimana cara mengatasinya, dll intinyaaa topppp 😍😍",5,1,membantu permasalahan kulit wajah mengatasinya intinyaaa topppp
Bagus,4,1,bagus
bagus,5,1,bagus
Bagus apk nya. Suka. Rekomendasi produknya emang lama gitu munculnya ya min?,4,1,bagus apk nya suka rekomendasi produknya emang gitu munculnya min
bagus,5,1,bagus
😍,5,1,
"Aku suka sama app ini. Bantu banget cari tau masalah kulit aku, aku jadi 
tau keadaan kulit wajah aku. Apalagi ada rekomendasi produk skincare juga. 
Suka deh pokoknya",4,1,suka app bantu banget cari tau kulit tau kulit wajah rekomendasi produk skincare suka deh pokoknya
Sejauh ini masih oke oke aja,4,1,oke oke aja
Aplikasi yang bermanfaat,5,1,aplikasi bermanfaat
good,5,1,good
Love it,5,1,love it
bagus banget buat belajar skincare bagi pemula kayak aku,5,1,bagus banget belajar skincare pemula kayak
Bagus,5,1,bagus
Semoga semakin baguss dan byk produknyaa,5,1,semoga baguss byk produknyaa
bermanfaat banget sii😭😭😭💖,5,1,bermanfaat banget sii
"aplikasinya unik, cukup membantu dunia per-skincare-an ku hehehe",5,1,aplikasinya unik membantu dunia skincare an ku hehehe
Suka,5,1,suka
Sangat membantu untuk pemilihan skincare dan mencari tips2 kecantikan.,5,1,membantu pemilihan skincare mencari tips kecantikan
Okeoke aja,4,1,okeoke aja
I like it,5,1,i like it
dengan menjawab survey dg mudah bisa mendapatkan poin yg ditukar dg skincare 😘😘,5,1,survey dg mudah poin yg ditukar dg skincare
Bagus,5,1,bagus
very love this app,5,1,very love this app
rekomended aplikasi untuk yang mau dapat skincarr gratiss!!!!!!,5,1,rekomended aplikasi skincarr gratiss
sangat membantu..,5,1,membantu
keren,5,1,keren
bagus untuk kaum missqueen macam ak,5,1,bagus kaum missqueen ak
"applikasinya sangat membantu, juga kita bisa mendapatkan produk gratis :)",5,1,applikasinya membantu produk gratis
good,5,1,good
Suka banget skrng ngerti deh perawatan yang cocok untuk kulit ni,5,1,suka banget skrng ngerti deh perawatan cocok kulit ni
good,5,1,good
"Selama ini sih oke,",5,1,sih oke
okeee,5,1,okeee
Rekomen bgt,5,1,rekomen bgt
Bagos,5,1,bagos
Aplikasinya keren,5,1,aplikasinya keren
bagus,5,1,bagus
"Bagus bgt aplikasinya, kita bisa cek kondisi kulit kita setiap harinya dan dikasih rekomen produk yg cocok. Good!",5,1,bagus bgt aplikasinya cek kondisi kulit harinya dikasih rekomen produk yg cocok good
i love this app so much!!❤❤ helps me to analyze my skin health. thank you troveskin❤,5,1,i love this app so much helps me to analyze my skin health thank you troveskin
Mantap lah,4,1,mantap
bagus,5,1,bagus
Aplikasi sangat membantu sekali,5,1,aplikasi membantu
"Sangat bermanfaat dan membantu sekali, Terimakasih 😊",5,1,bermanfaat membantu terimakasih
membantu banget aku sukaaaaa,5,1,membantu banget sukaaaaa
bisa mengetahui jenis kulit,4,1,jenis kulit
baik sekali,5,1,
niceee,5,1,niceee
Bagus aplikasinya. Saya banyak tau tentang apa yg seharusnya dibutuhkan oleh kulit saya,5,1,bagus aplikasinya tau yg dibutuhkan kulit
sangat membantu sekali,5,1,membantu
terima kasih TroveSkin membantu saya untuk mengetahui jeni kulit yang sebelumnya masih bingung jenis kulit sendiri. ♥️♥️♥️♥️,4,1,terima kasih troveskin membantu jeni kulit bingung jenis kulit
sejauh ini baik untuk memantau kondisi kukit aku yg emg lg berantakan.,5,1,memantau kondisi kukit yg emg lg berantakan
sangat bagus untuk memantau perkembangan kulit dan mengatasi masalah pada kulit,5,1,bagus memantau perkembangan kulit mengatasi kulit
Nice,4,1,nice
good,5,1,good
sangat membantu dalam memilih skin care dan mengetahui permasalahan kulit kita,5,1,membantu memilih skin care permasalahan kulit
Bagus untuk mengetahui tentang kulit kita,5,1,bagus kulit
Kereennn,4,1,kereennn
Kerennnn😭💙💙💙,5,1,kerennnn
"overall good, bcs aku jd tau tipe kulit aku, saran skincarenya juga jos dari mulai produk lokal smpe inter pun, bagus pokoknya luv u troveskin",5,1,overall good bcs jd tau tipe kulit saran skincarenya jos produk lokal smpe inter bagus pokoknya luv u troveskin
Nice,5,1,nice
Bagus. Rekomendasi produk perawatannya cocok,4,1,bagus rekomendasi produk perawatannya cocok
Aplikasi ini bermanfaat buat mengetahui tipe kulit kita,4,1,aplikasi bermanfaat tipe kulit
"oke saya baru mendownload, sejauh ini masih menarik",4,1,oke mendownload menarik
Baguss aplikasinya,5,1,baguss aplikasinya
💜💜💜,5,1,
"aku suka aplikasi inj, karena dari aplikasi ini aku jadi tau gimana tipe kulit aku. Dan skincare apa yang harus aku pake😊",5,1,suka aplikasi inj aplikasi tau gimana tipe kulit skincare pake
"Aplikasi ini sangat membantu mngenali tipe kulit wajahku,, thanks",5,1,aplikasi membantu mngenali tipe kulit wajahku thanks
Membantu banget buat tau skin type kita dan kondisi kulit kita jd tau produk apa yg cocok untuk kita 😊,5,1,membantu banget tau skin type kondisi kulit jd tau produk yg cocok
membantu analisa kulit,4,1,membantu analisa kulit
"aku jadi tau kondisi kulit aku tanpa harus ke dokter kulit, aku kuga dapet rekomendasi beberapa skincare yg bakal aku beli kedepannya",5,1,tau kondisi kulit dokter kulit kuga dapet rekomendasi skincare yg beli kedepannya
"Bagus kok appnya. Lancar aja ini gue pake, gak tau kalo diperbaharui",4,1,bagus appnya lancar aja gue pake gak tau kalo diperbaharui
Keren bgttt,5,1,keren bgttt
Bagus,4,1,bagus
mantap,5,1,mantap
"app bagus sekalii, kita bisa tau msalah kulit kita apa dan nantinya bakalan dikasih produk apa yg cocok untuk kulit kita😍😍",5,1,app bagus sekalii tau msalah kulit dikasih produk yg cocok kulit
Aku suka sih make ini. dapat point. dan membantu bange buat tau apa aja yang aku butuhkan.,5,1,suka sih make point membantu bange tau aja butuhkan
Sangat membantu,5,1,membantu
Bagus bgt bisa ngerti tentang skincare,5,1,bagus bgt ngerti skincare
good,5,1,good
"baru download, dan baru nyoba semoga benar benar membantu",5,1,download nyoba semoga membantu
Bagus,5,1,bagus
baguussss suka,5,1,baguussss suka
keren,5,1,keren
"terimakasih troveskin, aku jadi ga bingung lagi produk yg cocok sm kulitku yg kering-kombinasi ini yey",4,1,terimakasih troveskin ga bingung produk yg cocok sm kulitku yg kering kombinasi yey
Aplikasinya rekomended bangett uwu,5,1,aplikasinya rekomended bangett uwu
"kerenn aplikasinya , bisa dapet koin utk ditukar sama skincare",5,1,kerenn aplikasinya dapet koin utk ditukar skincare
Bagus bangett!!!,5,1,bagus bangett
great app,5,1,great app
Bagus bgt aplikasinya,5,1,bagus bgt aplikasinya
bagus,5,1,bagus
asik buat mengisi kegabutan,5,1,asik mengisi kegabutan
"seneng banget, seru aplikasinya",5,1,seneng banget seru aplikasinya
TroveSkin adalah aplikasi yang menarik dan wajib dicoba :),5,1,troveskin aplikasi menarik wajib dicoba
Bagus,5,1,bagus
"Bisa mengetahui jenis kulit dengan benar, meskipun rekomendasi produk kurang relevan.",4,1,jenis kulit rekomendasi produk relevan
it's best app trying ☺,5,1,it s best app trying
Sangat baik,5,1,
Ini sangat cukup bagus,5,1,bagus
sangat baik!! dan ini membantu saya agar mendapatkan kulit yg lebuh baik,5,1,membantu kulit yg lebuh
Bagus apk nya tapi lama nunggu rewardnyaa😢,5,1,bagus apk nya nunggu rewardnyaa
lumayan bagus,4,1,lumayan bagus
sangat membantu dalam merawat kulit. seneng banget akuu ada aplikasi ini. Thankss 💞💞💞💞,5,1,membantu merawat kulit seneng banget akuu aplikasi thankss
Bagus membantu,5,1,bagus membantu
bagus bgt buat mengetahui jenis kulit wajah,5,1,bagus bgt jenis kulit wajah
bagus,5,1,bagus
"Gatau deh kenapa , ga suka aja gitu🙄",5,1,gatau deh ga suka aja gitu
aplikasi yang bagus untuk mengetahui kondisi kulit,4,1,aplikasi bagus kondisi kulit
"bermanfaat sekali aplikasi ini untuk membuat jurnal soal kesehatan kulit, terima kasi",5,1,bermanfaat aplikasi jurnal kesehatan kulit terima kasi
Bagus banget ni aplikasinyaa❤,5,1,bagus banget ni aplikasinyaa
Keren,5,1,keren
good,5,1,good
👌,5,1,
Good,5,1,good
Baguss bett,5,1,baguss bett
Bagus,5,1,bagus
Mantullll,5,1,mantullll
👌,4,1,
membantu sekali😍😍😍,5,1,membantu
Seru,5,1,seru
Aplikasi yg bagus untuk mengetahui bagaimana cara merawat kulit wajah,5,1,aplikasi yg bagus merawat kulit wajah
Good apk!,5,1,good apk
Maaf saya baru disini . Disini konsul nya asli apa tergantung kamera ya,4,1,maaf konsul nya asli tergantung kamera
bgs bgt nih,5,1,bgs bgt nih
sangat bagus sehingga kita tahu jenis kulit kita apa,5,1,bagus jenis kulit
Bagus,5,1,bagus
👍👍👍👍👍👍,5,1,
Bagus buat tau kondisi muka,5,1,bagus tau kondisi muka
it's a good app👌,5,1,it s a good app
Asliii bagus banget!! Sukaaa ihh ga nyesell,5,1,asliii bagus banget sukaaa ihh ga nyesell
Sangat membantu buat saya yang kebingungan mencari produk apa yang cocok untuk kulit saya,4,1,membantu kebingungan mencari produk cocok kulit
😘😘😘❤❤,5,1,
App yang bagus,5,1,app bagus
good app,5,1,good app
kereen,4,1,kereen
coba dulu,5,1,coba
suka bgt! banyakin surveynya dongg,5,1,suka bgt banyakin surveynya dongg
😍😍😍,5,1,
"Aplikasi ini bagus bgt buat liat perkembangan masalah kulit wajah kita. Selain itu, aplikasi ini ada survey tiap hari dan kita bakal dpt point untuk di tuker sama skincare😍",5,1,aplikasi bagus bgt liat perkembangan kulit wajah aplikasi survey dpt point tuker skincare
sangat membantu dalam mengetahui tipe kulit dan memberikan saran produk yang bagus untuk setiap masalah kulit,5,1,membantu tipe kulit saran produk bagus kulit
good,5,1,good
"Bagus, lumayan bsa mengerty keadaan kulit mu",5,1,bagus lumayan bsa mengerty kulit mu
boleh di cobaa,4,1,cobaa
Suka banget,5,1,suka banget
keren bgtt!!,4,1,keren bgtt
Apk yg bener bener bermanfaat,5,1,apk yg bener bener bermanfaat
Good,5,1,good
kerennnnnnnn,5,1,kerennnnnnnn
Keten banget!!,5,1,keten banget
